id,group,category,journey_stage,difficulty,applicable_roles,situation,chat_informed
OSS-01-001,01-getting-started,01-onboarding-and-orientation,discover,beginner,A newcomer | A student | A first-time contributor | A community volunteer,"Trying to understand what open source contribution actually involves, while the onboarding material assumes prior open-source experience.",True
OSS-03-048,01-getting-started,03-project-health-and-fit,discover,advanced,A prospective contributor | A returning contributor | A student | A community organizer,"Checking whether releases continue despite low issue activity, while activity metrics give conflicting signals.",False
OSS-03-049,01-getting-started,03-project-health-and-fit,discover,advanced,A prospective contributor | A returning contributor | A student | A community organizer,"Deciding whether a project culture fits their communication style, while maintainers are active in chat but not in the issue tracker.",False
OSS-03-050,01-getting-started,03-project-health-and-fit,discover,advanced,A prospective contributor | A returning contributor | A student | A community organizer,"Assessing whether contribution credit is shared fairly, while a few contributors appear to carry most responsibilities.",False
OSS-04-001,01-getting-started,04-repository-navigation,learn,beginner,A newcomer | A bug fixer | A reviewer | A documentation contributor,"Tracing how a command-line request moves through a large codebase, while the repository has little architecture documentation.",True
OSS-04-002,01-getting-started,04-repository-navigation,learn,beginner,A newcomer | A bug fixer | A reviewer | A documentation contributor,"Identifying which package owns a reported behavior, while generated code makes search results difficult to interpret.",True
OSS-04-003,01-getting-started,04-repository-navigation,learn,beginner,A newcomer | A bug fixer | A reviewer | A documentation contributor,"Finding the entry point for a service with several binaries, while the relevant behavior crosses several repositories.",True
OSS-04-004,01-getting-started,04-repository-navigation,learn,beginner,A newcomer | A bug fixer | A reviewer | A documentation contributor,"Mapping generated files back to their source definitions, while the repository has little architecture documentation.",True
OSS-04-005,01-getting-started,04-repository-navigation,learn,beginner,A newcomer | A bug fixer | A reviewer | A documentation contributor,"Locating tests that describe an undocumented behavior, while generated code makes search results difficult to interpret.",True
OSS-04-006,01-getting-started,04-repository-navigation,learn,beginner,A newcomer | A bug fixer | A reviewer | A documentation contributor,"Understanding why similar logic exists in multiple directories, while the relevant behavior crosses several repositories.",True
OSS-04-007,01-getting-started,04-repository-navigation,learn,beginner,A newcomer | A bug fixer | A reviewer | A documentation contributor,"Finding the ownership boundary between two subprojects, while the repository has little architecture documentation.",True
